timestamp,aX,aY,aZ,gX,gY,gZ
12451,781,896,-1.250,-51.331,-82.397,116.760
12459,779,981,-1.285,-50.537,-86.670,112.427
12468,791,1.077,-1.288,-43.274,-94.482,107.910
12476,783,1.087,-1.213,-31.372,-105.957,101.013
12484,760,1.044,-1.105,-19.531,-117.615,94.360
12493,725,1.012,-988,-10.864,-126.221,89.722
12501,673,1.007,-859,-6.104,-132.874,86.487
12510,624,1.017,-743,-3.418,-137.085,83.374
12518,569,1.038,-627,-1.465,-139.771,79.285
12527,509,1.070,-512,1.831,-141.052,74.097
12536,459,1.087,-408,5.676,-139.465,67.627
12544,415,1.074,-317,9.277,-135.620,59.692
12553,396,1.022,-246,11.597,-129.028,51.208
12561,400,947,-198,11.475,-120.178,43.030
12569,421,851,-179,8.850,-110.352,35.950
12578,431,775,-181,4.822,-100.708,30.640
12587,439,734,-186,1.465,-92.529,27.832
12595,431,729,-181,1.343,-86.670,27.039
12603,419,723,-155,4.395,-81.726,27.039
12612,417,696,-122,8.789,-76.843,26.306
12620,424,668,-88,11.658,-70.557,24.536
12628,437,665,-83,11.108,-62.378,22.339
12637,460,664,-113,9.033,-53.040,19.653
12646,490,653,-151,7.019,-43.762,16.235
12654,517,637,-204,5.554,-35.889,13.000
,,,,,,
13111,1.036,802,-814,-23.071,-69.336,40.100
13120,1.012,909,-804,-18.799,-77.148,39.856
13128,982,1.003,-764,-10.986,-85.571,39.124
13137,946,1.071,-693,-1.587,-93.506,37.048
13145,907,1.129,-610,5.737,-100.159,33.386
13154,883,1.177,-527,9.766,-104.675,27.954
13162,863,1.211,-479,9.705,-104.126,20.020
13170,849,1.234,-447,6.836,-101.440,10.071
13179,833,1.254,-428,3.845,-99.670,854
13188,811,1.268,-410,3.662,-98.450,-6.531
13196,782,1.276,-376,7.507,-98.816,-12.878
13204,743,1.279,-314,14.587,-99.976,-17.822
13213,702,1.278,-236,23.926,-101.135,-21.790
13221,658,1.266,-149,33.203,-100.586,-26.123
13230,631,1.240,-66,39.917,-97.229,-31.311
13238,618,1.213,-9,42.847,-90.271,-37.170
13247,608,1.179,26,41.992,-80.627,-43.335
13255,608,1.150,10,39.551,-69.641,-48.889
13264,590,1.143,-20,35.950,-57.739,-52.979
13272,567,1.158,-83,33.997,-48.889,-57.007
13281,557,1.136,-117,36.621,-44.495,-62.012
13289,546,1.100,-106,43.030,-44.128,-67.993
13297,525,1.052,-72,50.110,-44.983,-73.547
13306,507,1.002,-32,56.152,-44.434,-77.209
13315,493,960,19,60.913,-41.748,-79.956
13323,483,926,69,64.819,-36.682,-82.703
13331,465,910,107,67.505,-28.931,-85.266
13340,453,886,152,69.214,-19.348,-87.646
13349,414,866,199,70.984,-9.277,-90.271
13357,363,828,248,72.693,549,-93.750
13365,325,775,275,73.303,11.719,-98.083
13374,312,704,265,69.336,25.818,-104.004
13382,308,643,224,58.838,41.687,-111.633
13391,293,597,159,44.678,55.298,-119.080
13399,297,603,79,30.457,65.430,-125.488
13408,302,642,-21,17.700,73.181,-131.775
13416,297,639,-107,10.193,77.515,-138.855
13425,305,604,-169,9.705,77.148,-145.630
13433,307,557,-201,16.357,71.594,-151.306
13441,301,491,-188,29.419,62.561,-155.273
13450,290,399,-132,46.753,52.979,-157.288
13459,270,298,-49,64.819,46.265,-156.738
13467,242,202,31,80.750,44.617,-153.625
13476,216,108,83,91.980,48.767,-148.621
13484,232,-25,109,96.558,58.167,-144.043
13492,266,-118,87,90.576,72.021,-141.357
13501,277,-198,41,77.209,81.116,-136.414
13509,306,-242,-21,59.387,91.919,-131.226
13518,313,-254,-67,42.053,98.816,-126.221
13526,345,-234,-96,29.724,102.722,-121.155
13535,322,-221,-128,23.743,104.858,-114.441
13543,314,-188,-136,26.611,102.539,-107.666
13551,311,-171,-133,36.255,100.159,-98.755
13560,303,-169,-124,48.645,99.182,-90.332
13568,297,-202,-136,60.364,101.074,-84.229
13577,331,-277,-169,67.017,105.530,-80.017
13585,373,-370,-215,65.125,110.962,-77.820
13594,398,-453,-268,55.725,114.807,-75.806
13602,433,-476,-310,43.579,115.845,-71.289
13611,446,-429,-339,34.668,112.305,-65.186
13619,441,-370,-354,31.982,107.117,-59.265
13628,430,-331,-359,37.537,102.173,-53.894
13636,423,-363,-381,48.035,99.426,-48.950
13645,433,-451,-416,57.007,100.220,-43.335
13653,480,-531,-460,59.448,103.943,-36.621
13662,518,-589,-523,53.345,109.253,-28.503
