timestamp,aX,aY,aZ,gX,gY,gZ
10638,537,-786,-285,-3.113,-14.709,-7.812
10646,539,-765,-272,-4.028,-13.062,-7.629
10655,555,-750,-266,-4.456,-10.742,-7.141
10663,560,-744,-259,-3.418,-7.874,-6.775
10672,557,-747,-260,-1.770,-5.920,-6.104
10680,551,-748,-259,-610,-5.249,-4.700
10689,559,-740,-253,-610,-4.639,-3.357
10697,570,-735,-245,-916,-3.113,-2.014
10705,575,-737,-240,305,-1.282,-732
10714,578,-742,-243,2.625,-183,488
10722,576,-746,-251,3.845,-671,1.953
10731,583,-749,-260,3.662,-1.526,3.479
10739,598,-753,-269,2.808,-977,3.967
10748,609,-755,-274,2.563,488,4.089
10756,613,-758,-282,1.831,1.038,4.395
10765,608,-761,-286,122,366,4.822
10773,594,-755,-294,-1.465,-1.038,5.310
10782,574,-755,-300,-3.235,-3.357,5.920
10790,553,-756,-298,-4.578,-6.104,5.920
10799,550,-747,-292,-6.409,-7.690,5.981
10807,561,-736,-277,-8.972,-6.775,6.897
10816,584,-733,-257,-10.376,-3.723,8.118
10824,607,-731,-243,-10.803,-1.282,9.033
10833,626,-733,-232,-10.925,0,9.644
10841,649,-736,-222,-11.169,549,9.460
10850,678,-734,-209,-11.475,1.160,8.484
10858,700,-727,-194,-11.658,1.343,6.897
10867,708,-721,-181,-11.108,1.038,5.310
10875,714,-714,-179,-9.399,244,4.089
10883,708,-713,-183,-7.019,-1.343,3.479
,,,,,,
13864,1.218,990,504,-74.829,-53.833,49.622
13873,1.246,1.159,488,-80.566,-29.968,35.706
13881,1.208,1.336,512,-80.750,2.014,28.015
13889,1.529,1.267,666,-72.083,48.889,28.625
13898,1.832,1.226,739,-62.134,78.857,31.128
13907,1.974,1.115,837,-49.072,86.121,31.860
13915,2.066,983,891,-25.818,86.670,21.484
13923,2.084,841,869,122,78.674,5.981
13932,1.958,710,732,22.339,56.763,-9.827
13940,1.749,621,573,39.490,24.658,-25.330
13949,1.504,510,451,51.575,-4.333,-35.522
13958,1.283,410,338,56.702,-26.001,-40.405
13966,1.123,300,247,56.885,-37.903,-42.725
13974,1.015,206,176,52.979,-39.734,-46.570
13983,984,154,124,48.279,-26.978,-51.697
13991,1.020,147,99,44.800,-4.395,-56.152
14000,1.063,136,97,40.833,18.616,-59.753
14008,1.067,111,98,36.499,35.706,-62.439
14017,1.082,79,96,33.325,43.762,-64.148
14025,1.106,35,98,29.541,43.457,-64.941
14033,1.121,17,106,24.536,35.400,-64.819
14042,1.135,-10,99,19.531,24.719,-64.880
14050,1.110,-76,92,18.127,13.550,-66.040
14059,1.049,-149,76,23.376,3.479,-68.420
14067,974,-211,27,30.945,-3.906,-72.083
14076,903,-283,-27,36.804,-7.996,-75.928
14084,873,-331,-56,37.720,-9.094,-78.247
14093,846,-336,-57,31.616,-7.751,-78.308
14101,827,-324,-50,22.949,-3.357,-78.064
14110,856,-330,-43,18.799,2.258,-77.515
14118,874,-398,-54,18.494,7.629,-75.500
14127,883,-536,-75,20.691,11.963,-73.364
14135,896,-676,-109,23.865,15.320,-73.975
14144,883,-740,-105,25.330,16.907,-76.294
14152,844,-737,-113,20.264,15.930,-77.698
14160,790,-694,-115,11.292,12.939,-78.064
14169,755,-600,-78,2.808,9.766,-76.355
14177,707,-492,-75,-7.385,8.118,-71.716
14186,674,-424,-51,-13.062,11.353,-68.115
14194,674,-434,-61,-10.925,19.226,-68.420
14203,670,-510,-69,-610,28.442,-72.144
14211,653,-578,-92,14.771,34.485,-75.317
14220,608,-659,-165,28.870,37.048,-74.158
14228,552,-767,-235,39.612,35.400,-69.153
14237,505,-839,-290,45.044,28.809,-61.890
14245,474,-879,-332,43.518,22.949,-53.894
14254,476,-894,-354,37.354,22.461,-49.072
14262,482,-879,-368,27.283,26.794,-49.194
14271,517,-849,-354,19.531,36.499,-54.382
14279,542,-855,-367,15.869,48.889,-61.035
14288,559,-898,-388,16.479,55.786,-66.589
14296,543,-959,-417,22.034,55.664,-69.031
14305,496,-1.011,-467,28.320,45.715,-70.007
14313,405,-1.032,-526,34.302,28.687,-71.594
14321,305,-1.051,-598,39.612,6.653,-74.402
14330,169,-1.082,-680,45.044,-18.738,-75.623
14338,8,-1.116,-769,51.880,-46.143,-73.975
14347,-174,-1.156,-887,56.458,-72.021,-69.153
14355,-347,-1.185,-964,56.030,-91.187,-58.533
14364,-491,-1.200,-1.014,45.532,-99.304,-42.236
14372,-566,-1.212,-993,28.015,-90.820,-24.170
14381,-516,-1.190,-895,9.155,-64.880,-9.277
14389,-378,-1.105,-765,-7.263,-27.039,0
14398,-152,-1.008,-633,-16.785,13.306,6.042
14406,138,-923,-493,-20.142,46.753,11.047
14414,426,-845,-376,-19.958,66.589,15.869
