timestamp,aX,aY,aZ,gX,gY,gZ
13511,247,68,922,1.343,-3.784,427
13520,245,71,912,61,-3.540,671
13528,247,85,909,-305,-3.113,1.343
13537,249,95,914,122,-2.258,1.892
,,,,,,
14223,133,347,2.065,42.297,60.547,5.249
14231,141,250,2.108,61.523,70.374,4.822
14240,117,153,2.124,70.496,82.642,4.517
14248,92,63,2.139,71.777,99.915,5.737
14257,41,-30,2.176,65.979,117.859,8.606
14265,4,-48,2.192,54.443,139.709,14.282
14273,-10,-9,2.165,42.114,167.664,22.705
14282,-13,87,2.105,34.424,196.472,30.334
14290,19,206,2.016,35.522,225.586,36.682
14299,70,310,1.854,44.983,251.221,40.588
14307,127,364,1.720,59.937,269.104,41.199
14316,142,339,1.575,73.608,278.748,37.415
14324,125,274,1.404,82.581,286.987,32.959
14333,121,202,1.203,87.646,296.997,30.945
14341,108,157,987,86.914,305.237,30.518
14350,157,132,796,81.177,311.584,31.555
14358,164,143,648,71.045,309.937,32.043
14367,135,160,543,56.824,301.697,29.724
14375,95,225,433,41.138,297.180,25.024
14384,90,282,324,30.273,294.556,20.630
14392,47,331,219,28.381,288.635,16.907
14400,13,345,99,33.508,279.907,13.489
14409,27,335,-44,40.283,274.963,9.277
14417,67,310,-193,45.715,268.921,5.615
14426,115,247,-302,49.988,258.789,793
14434,131,177,-371,53.833,244.080,-3.906
14443,126,119,-470,57.678,227.661,-7.324
14452,128,88,-576,60.730,210.876,-8.606
14460,126,71,-702,61.462,199.097,-8.423
14468,162,66,-849,60.303,191.833,-8.118
14477,218,86,-1.006,59.265,185.303,-6.836
14486,249,115,-1.142,60.608,172.729,-6.287
14494,277,130,-1.275,63.416,157.288,-6.226
14502,295,111,-1.429,67.383,140.564,-6.531
14510,325,72,-1.570,70.923,121.033,-4.761
14519,416,18,-1.653,71.594,98.389,-183
14528,505,-35,-1.647,66.101,70.557,5.371
14536,573,-90,-1.555,51.208,38.513,8.911
14544,629,-109,-1.418,26.733,8.179,10.437
14553,645,-90,-1.236,-1.648,-20.630,10.254
14561,630,-13,-1.035,-28.137,-46.021,10.132
14570,626,62,-874,-49.377,-64.758,11.108
14578,646,127,-706,-61.707,-80.261,12.634
14587,674,175,-539,-65.979,-92.834,13.489
14595,694,204,-386,-64.758,-102.966,12.390
14604,695,205,-274,-59.326,-110.779,8.789
14612,700,196,-212,-51.086,-115.234,4.150
14621,734,193,-176,-40.894,-116.882,732
14629,760,174,-136,-29.785,-120.117,-1.709
14638,763,134,-98,-19.104,-125.671,-4.517
14646,743,96,-79,-11.108,-130.493,-8.179
14655,726,71,-72,-5.920,-133.728,-11.414
14663,717,45,-67,-2.991,-136.963,-13.123
14672,714,25,-50,-2.625,-141.357,-14.648
14680,719,22,-10,-3.723,-146.545,-16.113
14688,697,3,39,-5.676,-153.198,-17.944
14697,642,-35,95,-7.935,-159.973,-18.921
14706,601,-61,148,-11.719,-162.842,-18.127
14714,597,-53,199,-17.151,-161.560,-15.320
14723,615,-30,240,-22.644,-159.851,-12.207
14731,634,24,287,-25.940,-159.668,-9.033
14739,636,89,336,-24.292,-160.339,-7.385
14748,637,134,370,-18.311,-162.537,-8.362
14756,627,115,418,-10.437,-166.687,-11.169
14765,596,42,485,-6.042,-171.326,-15.564
14773,588,1,570,-9.399,-173.218,-20.691
14781,603,-23,684,-18.494,-173.218,-24.719
14790,573,-46,795,-29.358,-174.072,-27.283
14799,549,-39,913,-39.490,-175.049,-28.015
14807,534,7,985,-45.654,-170.898,-27.039
14816,510,36,1.016,-45.349,-162.354,-24.475
14824,499,49,1.018,-38.208,-153.259,-20.691
14832,477,38,978,-26.978,-141.785,-15.808
14841,509,37,909,-15.320,-129.456,-10.376
14850,577,15,875,-5.249,-120.789,-6.592
14858,579,-12,914,610,-120.483,-6.836
14866,534,-37,985,977,-124.756,-10.071
14875,505,-82,1.042,-4.822,-126.282,-14.404
14883,475,-93,1.106,-16.663,-123.779,-18.250
14892,453,-82,1.158,-31.372,-116.760,-20.691
14900,443,-57,1.160,-44.189,-106.506,-21.423
14908,441,-24,1.138,-52.063,-96.375,-20.020
14917,449,12,1.109,-53.284,-88.318,-17.029
14925,454,39,1.070,-48.462,-82.336,-13.733
14934,462,56,1.022,-37.109,-78.186,-10.498
