# Inicio de la captura de datos
0.035,0.159,0.927,0.427,1.343,-2.197
0.036,0.161,0.925,-0.671,1.526,-3.296
0.028,0.154,0.934,-2.502,2.380,-4.578
0.017,0.142,0.934,-4.822,3.052,-5.493
0.005,0.133,0.931,-6.775,4.517,-6.226
-0.003,0.122,0.938,-8.667,6.042,-6.714
-0.012,0.107,0.940,-10.376,6.470,-6.653
-0.021,0.090,0.950,-10.010,5.310,-5.798
-0.023,0.064,0.962,-8.240,4.089,-4.211
-0.022,0.056,0.960,-5.798,3.235,-2.563
-0.021,0.064,0.944,-2.319,2.869,-0.793
-0.021,0.073,0.942,0.488,2.502,0.732
-0.018,0.081,0.953,0.854,2.075,2.258
-0.010,0.095,0.966,-0.549,2.869,3.357
-0.004,0.105,0.967,-1.221,3.967,4.456
-0.004,0.111,0.958,-0.488,5.249,5.005
-0.006,0.117,0.947,0.000,6.104,5.371
-0.007,0.111,0.949,-0.671,6.531,5.615
-0.007,0.114,0.943,-1.160,6.653,5.920
-0.010,0.133,0.933,-0.732,6.897,7.080
-0.003,0.139,0.938,-0.610,6.897,8.179
0.001,0.137,0.948,-3.052,6.165,8.911
-0.000,0.133,0.966,-5.920,5.615,10.010
-0.006,0.142,0.988,-7.507,6.226,11.597
-0.008,0.170,0.998,-7.996,7.141,13.916
-0.018,0.203,0.997,-7.202,7.141,16.785
-0.028,0.191,0.986,-7.019,5.676,20.447
0.016,0.159,1.006,-5.310,4.028,23.621
0.039,0.165,1.001,-0.488,3.113,24.048
0.033,0.176,0.998,4.089,1.892,21.301
0.025,0.152,1.006,5.798,2.380,18.494
0.010,0.124,1.015,2.441,4.211,16.479
0.002,0.098,1.040,-4.395,7.690,15.991
-0.003,0.079,1.071,-11.963,9.338,15.625
-0.013,0.040,1.115,-16.174,9.338,14.343
-0.013,0.005,1.153,-15.381,9.521,13.855
0.000,-0.035,1.171,-8.484,9.094,13.672
0.010,-0.084,1.160,3.540,8.362,13.245
0.016,-0.118,1.117,15.991,8.179,14.099
0.023,-0.151,1.072,25.696,8.606,16.174
0.029,-0.182,1.026,31.616,8.484,19.348
0.033,-0.207,0.985,34.485,8.423,22.461
0.031,-0.235,0.948,35.706,8.667,25.208
0.016,-0.312,0.944,35.645,8.423,26.550
-0.004,-0.448,0.959,32.288,8.118,25.391
-0.038,-0.601,0.996,25.696,8.789,23.804
-0.084,-0.762,1.016,18.860,12.207,23.682
-0.135,-0.943,1.061,13.794,17.517,24.475
-0.222,-1.172,1.149,8.362,21.545,26.062
-0.317,-1.410,1.263,4.333,21.545,28.687
-0.428,-1.723,1.409,4.211,17.273,31.982
-0.568,-2.138,1.644,0.000,10.254,32.532
-0.774,-2.617,1.972,-14.221,6.836,32.349
-1.010,-3.033,2.225,-32.532,17.639,41.870
-1.321,-3.327,2.377,-42.542,48.462,67.749
-1.639,-3.445,2.417,-41.504,88.684,105.957
-1.832,-3.376,2.179,-30.640,122.620,153.320
-1.948,-3.123,1.835,-7.812,140.259,210.022
-2.091,-2.906,1.535,18.372,140.320,273.682
-2.095,-2.450,1.236,28.076,129.944,333.557
-1.967,-1.793,0.913,20.691,122.803,389.160
-1.882,-0.827,0.671,11.536,123.352,429.138
-1.777,0.294,0.459,14.160,126.770,439.453
-1.718,1.321,0.168,35.339,122.070,413.391
-1.898,2.279,-0.294,76.538,96.558,355.957
-2.378,2.960,-0.821,136.414,44.373,289.246
-2.997,3.021,-1.216,199.097,-47.363,258.667
-3.433,2.900,-1.220,220.032,-163.086,306.091
-3.476,3.168,-0.586,164.185,-259.338,426.331
-3.224,3.995,0.310,43.091,-302.002,550.659
-2.802,4.000,1.338,-97.351,-293.396,601.379
-1.754,4.000,1.920,-196.594,-239.868,570.374
-0.120,4.000,2.016,-234.253,-141.602,479.919
1.550,4.000,1.598,-234.192,-8.545,342.102
2.698,4.000,0.568,-220.886,125.244,173.523
2.620,4.000,-0.410,-214.294,221.008,-14.282
1.470,3.734,-1.089,-209.167,263.000,-209.534
0.033,1.896,-0.916,-171.143,236.328,-340.820
-0.927,1.036,-0.566,-95.093,130.798,-343.201
-1.113,0.966,0.052,6.226,-0.305,-261.353
-0.920,1.177,0.511,90.881,-121.704,-182.190
-0.734,1.698,0.737,129.456,-194.580,-151.855
-0.825,1.901,1.180,119.629,-194.153,-157.104
-1.068,1.917,1.442,77.026,-138.672,-185.974
-1.333,1.807,1.528,39.246,-75.256,-214.539
-1.443,1.533,1.391,24.841,-32.166,-229.492
-1.466,1.247,1.191,31.006,-11.780,-234.680
-1.439,0.951,1.032,43.823,-6.409,-232.666
-1.194,0.673,1.001,47.546,-4.944,-225.464
-1.340,0.269,0.821,42.786,-4.333,-214.111
-0.932,0.051,1.003,38.147,13.611,-199.158
-0.915,-0.204,0.861,41.504,1.648,-179.626
-0.836,-0.374,0.863,57.251,-10.803,-165.588
-0.685,-0.404,0.881,71.960,-23.132,-150.574
-0.561,-0.455,0.943,86.182,-37.415,-139.282
-0.476,-0.510,0.903,93.323,-44.556,-135.437
-0.427,-0.533,0.849,86.914,-41.992,-135.071
-0.392,-0.531,0.870,68.909,-33.020,-136.353
-0.334,-0.552,0.879,44.250,-22.522,-138.977
-0.318,-0.622,0.896,20.325,-12.085,-139.832
-0.309,-0.649,0.932,3.418,-4.639,-137.329
-0.261,-0.684,0.985,-1.526,-4.395,-129.761
-0.223,-0.711,1.013,3.845,-11.047,-119.141
-0.210,-0.694,1.053,15.259,-20.142,-107.056
-0.185,-0.648,1.112,27.466,-28.870,-93.811
-0.154,-0.616,1.164,37.048,-36.072,-80.505
-0.137,-0.537,1.174,41.565,-39.063,-69.275
-0.102,-0.458,1.193,41.992,-39.246,-62.134
-0.064,-0.419,1.197,38.818,-36.011,-60.242
-0.086,-0.378,1.178,31.128,-28.748,-62.500
-0.094,-0.352,1.184,18.799,-18.250,-65.491
-0.095,-0.361,1.167,3.601,-6.775,-67.139
-0.121,-0.361,1.119,-9.766,3.601,-67.261
-0.145,-0.382,1.090,-18.677,9.583,-64.636
-0.162,-0.385,1.052,-22.949,9.766,-59.265
-0.158,-0.349,1.009,-20.630,4.578,-50.476
-0.144,-0.298,0.969,-12.695,-4.883,-39.673
-0.158,-0.216,0.938,-4.028,-17.212,-28.076
-0.131,-0.127,0.947,1.099,-30.334,-16.479
-0.103,-0.037,0.970,2.197,-42.786,-7.080
-0.043,0.032,1.048,0.977,-51.147,-1.160
0.020,0.077,1.144,1.160,-52.063,0.610
0.065,0.113,1.219,1.587,-44.922,-3.845
0.103,0.117,1.258,2.014,-32.532,-13.794
0.081,0.093,1.234,3.723,-18.188,-26.794
0.049,0.060,1.195,6.042,-4.089,-38.391
0.022,-0.033,1.161,7.019,6.409,-47.119
-0.041,-0.096,1.097,6.226,12.817,-52.917
-0.087,-0.107,1.024,8.545,15.442,-54.016
-0.065,-0.162,0.985,12.939,13.062,-51.270
-0.066,-0.215,0.933,13.611,7.080,-49.011
-0.074,-0.228,0.904,10.681,2.014,-46.875
-0.080,-0.215,0.893,4.272,-0.916,-43.335
-0.086,-0.190,0.895,-4.883,-3.052,-38.818
-0.062,-0.175,0.914,-15.381,-4.944,-34.241
-0.061,-0.150,0.960,-22.766,-6.104,-31.250
-0.021,-0.082,0.990,-23.071,-5.676,-29.785
-0.028,-0.021,0.999,-16.907,-5.493,-31.189
-0.018,0.025,0.971,-9.338,-5.005,-33.691
0.015,0.052,0.984,-5.432,-2.380,-35.706
-0.000,0.070,0.977,-6.653,-2.075,-40.100
-0.020,0.089,0.972,-9.277,0.061,-44.250
-0.000,0.093,0.954,-11.597,2.563,-46.204
0.017,0.073,0.946,-13.611,3.357,-48.706
0.025,0.029,0.968,-18.250,3.479,-52.368
0.027,-0.006,0.984,-23.743,6.226,-55.115
0.027,-0.038,0.975,-25.146,10.742,-56.641
0.011,-0.075,0.964,-21.545,13.794,-58.289
-0.002,-0.113,0.943,-16.296,14.587,-59.692
-0.028,-0.149,0.917,-10.437,14.465,-58.594
-0.036,-0.170,0.931,-6.042,14.893,-56.213
-0.042,-0.193,0.910,-5.249,12.634,-53.772
-0.053,-0.209,0.890,-3.906,10.925,-49.744
-0.045,-0.203,0.863,-2.319,9.338,-44.067
-0.040,-0.195,0.821,-2.197,6.165,-38.208
-0.030,-0.187,0.806,-3.784,3.113,-33.264
-0.033,-0.193,0.807,-7.446,1.038,-29.602
-0.036,-0.206,0.828,-11.902,1.160,-25.818
-0.055,-0.222,0.793,-14.099,2.441,-20.691
-0.065,-0.209,0.822,-14.404,4.883,-14.587
-0.079,-0.196,0.852,-13.367,5.615,-7.507
-0.087,-0.136,0.861,-8.545,5.188,1.526
-0.074,-0.024,0.840,3.113,-0.244,13.245
-0.045,0.082,0.837,18.433,-7.385,22.522
-0.005,0.187,0.840,27.039,-14.893,27.222
0.018,0.266,0.872,26.489,-21.057,28.809
0.042,0.315,0.927,18.250,-21.851,26.917
0.057,0.340,0.980,6.714,-16.785,21.912
0.060,0.329,1.025,-3.296,-8.362,14.832
0.045,0.286,1.042,-10.376,1.160,6.592
0.021,0.256,1.048,-13.367,9.399,0.122
-0.005,0.210,1.034,-12.817,13.062,-3.296
-0.026,0.162,1.021,-9.766,13.062,-4.272
-0.040,0.133,1.020,-5.859,12.329,-3.540
-0.051,0.107,1.024,-2.563,10.803,-1.343
-0.052,0.102,1.015,0.793,8.606,1.709
-0.043,0.108,1.007,2.625,6.958,4.944
-0.034,0.134,1.000,1.099,6.958,6.958
-0.021,0.145,1.005,-2.136,7.263,7.751
-0.012,0.152,1.012,-5.615,7.935,7.446
-0.001,0.159,1.014,-9.827,9.827,6.104
0.008,0.170,1.026,-13.672,12.451,4.333
0.014,0.156,1.038,-13.916,14.160,2.563
0.011,0.135,1.035,-8.850,14.343,1.526
0.006,0.117,1.017,-0.732,13.611,1.038
0.003,0.103,0.998,5.432,12.634,1.160
0.001,0.084,0.985,7.080,11.292,2.197
-0.000,0.066,0.976,5.127,10.315,3.601
-0.340,-1.290,1.538,4.150,32.043,14.465
-0.423,-1.563,1.583,10.864,41.199,16.113
-0.538,-1.776,1.584,20.203,48.035,21.973
-0.663,-1.956,1.560,29.114,49.866,34.851
-0.781,-2.098,1.534,33.997,46.204,55.359
-0.866,-2.245,1.558,30.884,39.734,80.872
-0.899,-2.438,1.649,17.456,32.715,105.042
-0.927,-2.661,1.789,-3.662,32.837,123.901
-1.008,-2.898,1.954,-28.198,50.171,138.916
-1.209,-3.122,2.167,-52.551,84.167,153.748
-1.411,-3.256,2.316,-69.702,129.089,172.668
-1.766,-3.392,2.416,-66.406,182.251,196.777
-2.231,-3.456,2.277,-38.879,229.126,224.548
-2.566,-3.508,1.690,14.282,260.254,266.174
-3.122,-3.315,0.962,91.919,265.808,335.022
-3.968,-2.561,0.315,175.659,227.722,426.575
-4.000,-0.737,-0.255,246.338,137.512,521.179
-4.000,2.191,-0.160,268.494,10.498,586.121
-4.000,4.000,-0.115,214.905,-131.470,604.492
-4.000,4.000,-0.262,99.426,-244.202,600.037
-4.000,4.000,-0.204,-73.486,-243.347,619.507
-4.000,4.000,0.413,-204.651,-146.423,668.030
-1.217,4.000,0.731,-232.910,-84.717,710.449
2.768,4.000,0.085,-216.003,-97.961,711.060
4.000,4.000,-0.805,-227.661,-105.469,554.138
4.000,4.000,-1.642,-255.676,42.786,78.918
0.546,3.874,-0.983,-153.076,203.979,-433.655
-2.566,-0.080,-0.943,83.313,193.848,-606.384
-2.571,-2.275,-0.407,259.277,23.743,-429.504
-2.044,-2.658,0.171,238.892,-176.025,-191.956
-1.604,-2.055,0.845,100.098,-224.060,-76.416
-1.185,-1.355,1.531,-41.260,-135.620,-27.283
-0.822,-0.610,1.699,-98.816,-40.283,-7.202
-0.496,0.112,1.345,-81.299,1.648,-2.563
-0.197,0.862,1.074,-49.255,1.770,2.441
-0.011,1.527,1.135,-42.297,-7.507,-2.197
0.092,2.077,1.376,-51.331,-10.193,-24.658
0.115,2.427,1.571,-48.279,-1.465,-57.312
0.068,2.630,1.445,-23.315,14.587,-98.328
-0.159,2.693,1.089,12.634,31.616,-142.151
-0.540,2.630,0.748,37.903,42.847,-180.115
-0.802,2.474,0.694,52.002,44.006,-206.909
-1.122,2.251,0.578,65.918,24.963,-217.651
-1.187,2.047,0.557,78.491,4.272,-217.712
-1.164,1.729,0.646,80.505,-14.832,-211.914
-1.144,1.214,0.643,68.848,-18.005,-213.379
-1.014,0.745,0.816,49.316,3.357,-220.215
-0.951,0.294,0.779,31.372,11.841,-224.365
-0.846,-0.159,0.793,23.865,21.423,-222.839
-0.743,-0.446,0.743,23.743,35.706,-219.482
-0.677,-0.528,0.707,31.311,31.921,-211.243
-0.565,-0.495,0.806,44.617,10.132,-198.608
-0.543,-0.506,0.685,54.138,-31.372,-183.228
-0.453,-0.569,0.698,56.824,-54.016,-165.466
-0.326,-0.653,0.792,49.316,-51.697,-151.245
-0.230,-0.713,0.892,38.147,-46.631,-143.555
-0.150,-0.756,0.968,29.541,-40.894,-138.000
-0.085,-0.820,1.020,24.475,-33.691,-132.812
-0.057,-0.854,1.030,23.315,-26.978,-127.991
-0.057,-0.856,1.055,26.367,-23.254,-120.544
-0.018,-0.842,1.085,29.663,-22.888,-109.497
-0.013,-0.805,1.083,33.325,-24.109,-97.534
-0.015,-0.738,1.086,39.856,-26.123,-87.097
-0.002,-0.679,1.125,45.288,-28.870,-78.979
0.005,-0.631,1.158,45.715,-31.921,-74.219
-0.030,-0.593,1.179,44.861,-32.715,-71.716
-0.049,-0.535,1.199,44.006,-30.396,-68.359
-0.068,-0.491,1.202,38.269,-27.588,-62.561
-0.086,-0.412,1.191,27.161,-25.574,-56.030
-0.073,-0.336,1.178,15.381,-25.452,-49.988
-0.057,-0.255,1.181,5.127,-27.283,-44.189
-0.044,-0.166,1.186,-3.052,-30.273,-39.001
-0.003,-0.133,1.228,-5.737,-35.400,-33.203
0.051,-0.096,1.229,-2.808,-38.391,-26.978
0.104,-0.018,1.169,4.883,-36.316,-24.170
0.125,0.039,1.103,16.602,-33.630,-26.672
0.128,0.052,1.031,25.818,-31.494,-33.691
0.128,0.031,0.974,28.198,-27.893,-43.579
0.088,-0.000,0.928,23.804,-23.376,-53.223
0.046,-0.055,0.910,14.526,-18.921,-61.279
0.013,-0.113,0.932,1.526,-16.113,-67.383
-0.007,-0.206,0.989,-10.559,-15.442,-72.021
-0.061,-0.270,1.044,-16.052,-14.709,-75.928
-0.096,-0.341,1.093,-14.221,-13.306,-76.843
-0.123,-0.397,1.127,-8.362,-12.268,-74.158
-0.123,-0.432,1.141,-1.648,-10.864,-69.214
-0.121,-0.423,1.115,4.272,-8.911,-64.087
-0.097,-0.448,1.095,7.568,-5.554,-60.181
-0.084,-0.439,1.042,4.211,-0.244,-57.434
-0.053,-0.408,1.027,-3.052,7.263,-56.213
-0.065,-0.447,1.012,-12.939,11.841,-56.335
-0.050,-0.460,0.998,-21.545,20.569,-54.810
-0.081,-0.427,0.940,-23.621,26.855,-50.720
-0.093,-0.368,0.843,-18.494,26.428,-45.349
-0.060,-0.334,0.784,-12.024,19.897,-39.001
-0.041,-0.317,0.754,-10.376,11.047,-31.433
-0.017,-0.289,0.746,-12.512,4.944,-22.461
-0.006,-0.245,0.761,-13.977,1.160,-13.062
0.030,-0.235,0.799,-12.573,-2.136,-5.188
0.061,-0.212,0.813,-9.827,-3.052,0.366
0.056,-0.163,0.788,-4.150,-2.441,4.333
0.060,-0.109,0.774,1.892,-2.075,6.653
0.079,-0.095,0.796,3.967,-4.150,8.179
0.065,-0.048,0.787,3.357,-5.859,9.094
0.035,0.053,0.757,3.845,-6.592,11.597
0.032,0.158,0.753,3.174,-9.705,15.198
0.063,0.193,0.799,-1.648,-15.625,17.578
0.096,0.185,0.891,-10.620,-19.897,16.479
0.085,0.149,0.979,-19.287,-19.897,13.245
0.081,0.107,1.034,-24.658,-13.489,9.033
0.069,0.046,1.058,-25.024,-5.005,4.944
0.041,-0.029,1.060,-21.851,2.869,0.977
0.004,-0.105,1.049,-17.090,8.362,-0.977
-0.029,-0.127,1.003,-11.658,11.780,0.549
-0.039,-0.095,0.944,-4.822,11.780,5.554
-0.021,-0.089,0.922,0.427,7.141,11.597
-0.001,-0.083,0.933,-0.183,1.099,16.907
-0.003,-0.070,0.949,-3.174,-2.258,21.545
0.006,-0.032,0.968,-5.737,-2.930,25.513
0.016,-0.019,1.001,-5.493,-4.761,28.442
0.029,-0.012,1.020,-4.272,-6.531,29.968
0.022,-0.020,1.048,-2.563,-7.324,31.128
0.018,-0.017,1.077,-0.183,-7.141,32.227
0.025,-0.020,1.112,3.052,-6.287,32.654
0.029,-0.041,1.138,7.263,-4.761,32.349
0.035,-0.083,1.147,11.047,-1.648,31.555
0.040,-0.131,1.137,13.794,2.991,30.457
0.036,-0.169,1.095,16.174,6.470,29.846
0.028,-0.207,1.057,18.799,8.362,30.945
0.018,-0.236,1.024,21.851,7.446,34.058
0.013,-0.263,1.000,24.292,3.601,38.391
0.009,-0.272,0.986,25.818,-1.160,44.006
0.011,-0.260,0.977,27.588,-6.226,51.025
0.009,-0.217,0.962,29.907,-10.498,59.082
0.018,-0.163,0.943,32.837,-14.954,67.200
0.046,-0.126,0.945,34.912,-20.264,73.669
0.049,-0.097,0.942,34.119,-26.184,78.552
0.054,-0.103,0.973,32.776,-29.724,80.444
0.080,-0.153,1.029,31.189,-32.898,77.332
0.132,-0.220,1.097,27.039,-33.325,70.984
0.206,-0.398,1.214,21.667,-29.480,59.814
0.264,-0.677,1.334,10.193,-20.020,40.894
0.228,-0.935,1.395,-10.864,-1.038,19.409
0.175,-1.203,1.451,-36.438,27.161,0.061
0.071,-1.582,1.547,-62.561,53.772,-17.944
-0.047,-2.058,1.638,-92.041,77.576,-38.635
-0.225,-2.725,1.776,-122.498,104.309,-66.589
-0.628,-3.678,2.012,-150.757,142.822,-101.929
-1.250,-4.000,2.246,-167.419,201.782,-114.746
-1.935,-4.000,2.189,-132.874,254.028,-72.510
-2.332,-4.000,1.731,-29.602,258.301,29.419
-2.619,-4.000,1.039,100.830,189.148,170.776
-2.752,-4.000,0.355,178.650,72.327,319.336
-2.884,-2.817,0.224,168.762,-24.231,440.796
-2.888,-0.562,0.383,118.042,-63.904,504.211
-2.462,1.440,0.746,61.829,-57.922,502.014
-2.596,2.514,0.429,6.348,-44.617,447.693
-3.401,3.673,-0.074,-37.109,-32.654,387.268
-3.833,3.941,-0.539,-59.631,-37.354,371.094
-4.000,3.910,-0.513,-56.458,-86.853,397.400
-3.937,4.000,0.018,-77.026,-129.822,489.075
-3.127,4.000,0.745,-132.507,-138.794,584.778
-1.948,4.000,1.359,-177.429,-118.774,588.135
-0.363,4.000,1.140,-201.782,-48.767,508.057
1.205,4.000,0.414,-227.417,74.036,384.033
2.344,4.000,-0.443,-257.202,188.904,238.098
2.523,4.000,-1.247,-241.638,222.961,76.416
1.854,3.850,-1.275,-171.997,210.449,-111.206
0.298,1.683,-0.944,-86.853,149.658,-259.827
-0.915,0.278,-0.347,-2.136,77.209,-290.710
-1.304,-0.235,0.155,68.909,-14.709,-209.839
-0.955,-0.147,0.562,112.671,-96.130,-115.662
-0.659,0.214,0.875,120.483,-133.362,-69.824
-0.509,0.583,1.282,89.661,-129.395,-55.969
-0.535,0.891,1.499,47.119,-99.487,-58.777
-0.568,1.010,1.537,25.452,-59.448,-66.467
-0.549,1.083,1.477,31.067,-23.743,-77.881
-0.555,1.149,1.300,55.176,-6.409,-91.431
-0.577,1.114,1.142,82.642,-2.625,-102.600
-0.584,1.039,1.023,96.008,1.404,-111.206
-0.614,0.984,0.914,96.313,4.028,-114.929
-0.651,0.937,0.861,92.285,5.005,-114.624
-0.718,0.866,0.780,86.182,7.385,-109.436
-0.747,0.810,0.682,79.346,6.714,-101.746
-0.757,0.792,0.625,71.411,5.188,-96.863
-0.681,0.734,0.615,61.523,-0.671,-93.079
-0.544,0.649,0.630,48.767,-5.127,-92.896
-0.431,0.509,0.608,36.438,-7.690,-99.060
-0.327,0.390,0.622,25.635,-6.897,-110.046
-0.258,0.253,0.646,13.916,-10.376,-121.521
-0.202,0.094,0.703,5.310,-17.273,-129.883
-0.176,-0.061,0.753,3.418,-24.292,-133.240
-0.153,-0.207,0.777,9.644,-30.823,-131.042
-0.117,-0.306,0.800,20.935,-34.424,-124.756
-0.073,-0.368,0.824,31.616,-36.621,-115.662
-0.034,-0.400,0.860,39.673,-39.063,-104.309
-0.035,-0.409,0.915,45.166,-41.687,-92.163
0.029,-0.379,1.019,46.082,-44.189,-79.407
0.069,-0.410,1.037,45.166,-47.791,-67.566
0.099,-0.385,1.010,39.429,-42.480,-62.439
0.106,-0.385,1.016,32.471,-44.067,-57.312
0.153,-0.356,1.110,25.879,-43.030,-56.580
0.149,-0.368,1.167,21.057,-41.443,-56.519
0.157,-0.366,1.223,16.479,-36.499,-57.495
0.136,-0.384,1.273,12.573,-30.334,-58.228
0.119,-0.399,1.303,12.085,-24.902,-58.655
0.098,-0.413,1.330,14.587,-19.043,-59.387
0.066,-0.424,1.345,18.677,-14.221,-61.462
0.006,-0.397,1.319,22.095,-8.484,-63.782
0.006,-0.355,1.312,22.095,-2.319,-63.416
-0.039,-0.325,1.255,17.517,2.380,-61.218
-0.054,-0.282,1.233,9.827,5.676,-59.143
-0.058,-0.271,1.234,3.235,5.249,-56.213
-0.054,-0.228,1.232,0.549,4.395,-52.734
-0.027,-0.165,1.234,2.197,3.052,-50.415
0.000,-0.113,1.230,8.179,0.549,-49.500
0.037,-0.061,1.176,16.052,0.427,-49.316
0.055,-0.016,1.102,22.461,2.991,-50.598
0.079,0.016,1.040,24.414,5.737,-56.091
0.075,-0.019,1.017,20.569,6.531,-65.857
